Drink_ID,Drink_Name,Drink_Tags,Category,Alcoholic,Glass_Type,Instructions,strDrinkThumb,CreativeCommons,Date_Modified
17197,French 75,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Collins glass,Combine gin sugar and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.,https://www.thecocktaildb.com/images/media/drink/hrxfbl1606773109.jpg,Yes,9/2/2017 17:10
178344,Figgy Thyme,ChristmasSweet,Cocktail,Alcoholic,Highball glass,In a lewis bag crush up some ice like a baller/maniac (@glacioice). Pour your precious ice into a collins glass. In a cocktail shaker muddle the figs and thyme together. Add honey vodka lemon juice and a large ice cube (@glacioice). Shake until well chilled and strain into glass. Add tonic water and finally 2 dashes of angostura bitters. Garnish with sliced figs and thyme.,https://www.thecocktaildb.com/images/media/drink/pbw4e51606766578.jpg,No,
11382,Frisco Sour,,Ordinary Drink,Alcoholic,Whiskey sour glass,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,https://www.thecocktaildb.com/images/media/drink/acuvjz1582482022.jpg,Yes,9/8/2017 16:22
12674,Fruit Shake,,Other / Unknown,Non alcoholic,Highball Glass,Blend til smooth.,https://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg,No,1/14/2017 21:51
12670,Fruit Cooler,,Other / Unknown,Non alcoholic,Highball Glass,Toss strawberries with sugar and let sit overnight in refrigerator. Cut lemon reserve two slices. Juice the rest. Mix together the lemon juice strawberries apple juice and soda water. Add slices of lemon (decor really). In glasses put ice cubes and a slice of apple. Pour drink in and serve.,https://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg,No,1/14/2017 21:48
14688,Freddy Kruger,,Shot,Alcoholic,Shot glass,make it an ample size shot!!,https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,No,4/28/2016 19:06
178328,Funk and Soul,,Cocktail,Alcoholic,Collins glass,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg,Yes,
15743,Fuzzy Asshole,,Coffee / Tea,Alcoholic,Coffee mug,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,No,8/31/2016 19:24
17213,French Martini,NewEraIBA,Cocktail,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,No,9/2/2017 18:25
17248,French Negroni,,Cocktail,Alcoholic,Martini Glass,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg,No,12/19/2017 17:06
13070,Fahrenheit 5000,,Shot,Alcoholic,Shot glass,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,https://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,No,9/8/2016 15:24
11368,Flying Dutchman,,Ordinary Drink,Alcoholic,Old-fashioned glass,In an old-fashioned glass almost filled with ice cubes combine the gin and triple sec. Stir well.,https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg,Yes,9/4/2017 11:12
11387,Frozen Daiquiri,,Ordinary Drink,Alcoholic,Champagne flute,Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds then blend at a high speed until firm. Pour contents into a champagne flute top with the cherry and serve.,https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,No,9/8/2017 16:26
12672,Fruit Flip-Flop,,Other / Unknown,Non alcoholic,Highball Glass,Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall 2 medium or 3 small glasses and drink up.,https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,No,1/14/2017 21:50
11369,Flying Scotchman,,Ordinary Drink,Alcoholic,Cocktail glass,Shake all ingredients with ice strain into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg,Yes,9/4/2017 11:14
17198,French Connection,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,No,9/2/2017 17:12
13202,Flaming Dr. Pepper,,Shot,Alcoholic,Collins Glass,Add Amaretto Bacardi and vodka. Mix in the Dr. Pepper and beer,https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,No,8/24/2017 10:03
16485,Flaming Lamborghini,,Cocktail,Alcoholic,Cocktail glass,Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one)  as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!,https://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,No,4/28/2016 19:03
13675,Flander's Flake-Out,,Ordinary Drink,Alcoholic,Collins Glass,Bang 'em both in.,https://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,No,4/28/2016 19:05
11390,Frozen Mint Daiquiri,,Ordinary Drink,Alcoholic,Old-fashioned glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,https://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg,No,9/8/2017 16:27
11391,Frozen Pineapple Daiquiri,,Ordinary Drink,Alcoholic,Cocktail Glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/k3aecd1582481679.jpg,Yes,9/6/2017 23:14
15997,GG,,Ordinary Drink,Optional alcohol,Collins Glass,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,https://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg,No,7/18/2016 22:06
17255,Gimlet,,Cocktail,Alcoholic,Martini Glass,"Add all the ingredients to a shaker and fill with ice.

Shake and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg,No,12/19/2017 18:14
11422,Godchild,,Ordinary Drink,Alcoholic,Champagne flute,Shake all ingredients well with cracked ice strain into a champagne flute and serve.,https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,No,9/7/2017 22:47
11410,Gin Fizz,IBAClassic,Ordinary Drink,Alcoholic,Highball glass,Shake all ingredients with ice cubes except soda water. Pour into glass. Top with soda water.,https://www.thecocktaildb.com/images/media/drink/drtihp1606768397.jpg,Yes,9/2/2017 12:29
11417,Gin Sour,Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,In a shaker half-filled with ice cubes combine the gin lemon juice and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.,https://www.thecocktaildb.com/images/media/drink/noxp7e1606769224.jpg,Yes,9/8/2017 16:12
12758,Gagliardo,,Cocktail,Alcoholic,Cocktail glass,Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo Pavia Italy.,https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,No,2/20/2017 15:01
11424,Godmother,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg,Yes,9/2/2017 17:16
11423,Godfather,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg,Yes,9/2/2017 17:15
12944,Gluehwein,,Punch / Party Drink,Optional alcohol,Irish coffee cup,Boil sugar and spices in water leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.,https://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg,No,7/18/2016 21:56
178365,Gin Tonic,,Cocktail,Alcoholic,Highball glass,Fill a highball glass with ice pour the gin top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge.,https://www.thecocktaildb.com/images/media/drink/qcgz0t1643821443.jpg,No,
11420,Gin Toddy,,Ordinary Drink,Alcoholic,Old-fashioned glass,Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg,Yes,9/7/2017 22:45
11416,Gin Smash,CitrusStrongFlavor,Ordinary Drink,Alcoholic,Old-fashioned glass,Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir add the orange slice and the cherry and serve.,https://www.thecocktaildb.com/images/media/drink/iprva61606768774.jpg,Yes,9/8/2017 16:14
11408,Gin Daisy,,Ordinary Drink,Alcoholic,Old-fashioned glass,In a shaker half-filled with ice cubes combine the gin lemon juice sugar and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.,https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg,Yes,11/10/2016 23:19
178366,Gin Lemon,simple classic refreshing,Cocktail,Alcoholic,Highball glass,For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.,https://www.thecocktaildb.com/images/media/drink/6gdohq1681212476.jpg,Yes,
11415,Gin Sling,,Ordinary Drink,Alcoholic,Old-fashioned glass,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,https://www.thecocktaildb.com/images/media/drink/8cl9sm1582581761.jpg,Yes,9/8/2017 16:10
17252,Greyhound,,Cocktail,Alcoholic,Collins glass,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg,No,12/19/2017 18:05
17230,Gin Rickey,,Cocktail,Alcoholic,Highball glass,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,https://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg,No,9/8/2017 16:19
11418,Gin Squirt,,Ordinary Drink,Alcoholic,Highball glass,Stir gin grenadine and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.,https://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg,No,9/8/2017 16:15
15427,Grand Blue,,Ordinary Drink,Alcoholic,Old-fashioned glass,Serve in an old fashioned glass.,https://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,No,9/1/2016 21:29
11407,Gin Cooler,,Ordinary Drink,Alcoholic,Collins glass,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,https://www.thecocktaildb.com/images/media/drink/678xt11582481163.jpg,Yes,11/10/2016 23:21
11419,Gin Swizzle,,Ordinary Drink,Alcoholic,Highball glass,In a shaker half-filled with ice cubes combine the lime juice sugar gin and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.,https://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg,No,9/8/2017 16:20
11433,Grass Skirt,,Ordinary Drink,Alcoholic,Old-fashioned glass,In a shaker half-filled with ice cubes combine the gin triple sec pineapple juice and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.,https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,No,9/14/2016 23:19
17200,Grasshopper,IBAContemporaryClassicHalloween,Ordinary Drink,Alcoholic,Cocktail glass,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg,No,9/2/2017 17:26
14642,Grim Reaper,,Ordinary Drink,Alcoholic,Old-fashioned glass,Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.,https://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg,No,9/8/2017 16:06
178342,Gin and Soda,ClearAlcoholic,Cocktail,Alcoholic,Highball glass,"Pour the Gin and Soda water into a highball glass almost filled with ice cubes.
Stir well.
Garnish with the lime wedge.",https://www.thecocktaildb.com/images/media/drink/nzlyc81605905755.jpg,No,
16262,H.D.,,Coffee / Tea,Alcoholic,Beer mug,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,https://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,No,8/31/2016 19:26
178316,Honey Bee,Sweet,Cocktail,Alcoholic,Margarita glass,"Shake ingredients with crushed ice
",https://www.thecocktaildb.com/images/media/drink/vu8l7t1582475673.jpg,Yes,
178345,Hot Toddy,Winter,Cocktail,Alcoholic,Irish coffee cup,"STEP 1
Whisk the whisky and honey together and split between 2 heatproof glasses. Add half of the cinnamon stick to each then top up with 200ml boiling water.

STEP 2
Add a splash of lemon juice to each then taste and add more to your preference. Finish each with a slice of lemon studded with a clove and serve immediately.",https://www.thecocktaildb.com/images/media/drink/ggx0lv1613942306.jpg,No,
15813,Herbal flame,,Coffee / Tea,Alcoholic,Mason jar,Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon straw or better yet a cinnamon stick and leave it in.,https://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg,No,9/3/2015 3:09
17202,Horse's Neck,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Highball glass,Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired add dashes of Angostura Bitter.,https://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg,No,9/2/2017 17:34
12766,Happy Skipper,,Ordinary Drink,Alcoholic,Highball glass,"Pour Captain Morgan's Spiced Rum over ice fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)",https://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg,No,2/20/2017 14:54
17239,Hunter's Moon,,Cocktail,Alcoholic,Balloon Glass,Put the Bombay Sapphire Martini Bianco sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass topping up with lemonade and garnishing with a wedge of orange.,https://www.thecocktaildb.com/images/media/drink/t0iugg1509556712.jpg,No,11/1/2017 17:18
178313,Halloween Punch,Halloween,Punch / Party Drink,Alcoholic,Punch bowl,"Tip the cherry juice orange peel chilli cinnamon sticks cloves and ginger into a large saucepan. Simmer for 5 mins then turn off the heat. Leave to cool then chill for at least 4 hrs or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children take the chilli out after a few hours.

When you’re ready to serve pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka do so at this stage. Dangle a fangs sweet from each glass.",https://www.thecocktaildb.com/images/media/drink/7hcgyj1571687671.jpg,No,
11470,Havana Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,In a shaker half-filled with ice cubes combine all of the ingredients. Shake well. Strain into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,No,9/8/2017 16:01
12954,Holloween Punch,,Punch / Party Drink,Non alcoholic,Punch bowl,"Take a bunch of grape juice and a bunch of fizzy stuff (club soda ginger ale lemonlime whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible tastes just fine.",https://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg,No,9/8/2017 17:42
17044,Homemade Kahlua,,Homemade Liqueur,Alcoholic,Collins Glass,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result let the mixture ""mature"" for 4-5 weeks.",https://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,No,9/3/2015 5:20
14782,Hot Creamy Bush,,Coffee / Tea,Alcoholic,Irish coffee cup,Combine all ingredients in glass,https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,No,8/31/2016 19:27
11462,Harvey Wallbanger,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Collins glass,Stir the vodka and orange juice with ice in the glass then float the Galliano on top. Garnish and serve.,https://www.thecocktaildb.com/images/media/drink/7os4gs1606854357.jpg,Yes,9/2/2017 17:28
11472,Hawaiian Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,Shake all ingredients with ice strain into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,No,9/8/2017 16:03
17201,Hemingway Special,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into a shaker with ice. Shake.,https://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,No,9/2/2017 17:31
11476,Highland Fling Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,https://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,No,4/23/2017 20:25
12738,Hot Chocolate to Die for,,Cocoa,Non alcoholic,Coffee mug,Melt the chocolate butter and vanilla in a double boiler. When just smooth stir in the cream.,https://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,No,2/20/2017 15:06
17176,Ipamena,,Ordinary Drink,Non alcoholic,Wine Glass,Cut half a lime into pieces place in a shaker add the sugar and crush. Measure the passion fruit juice add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass top up with ginger ale stir with a teaspoon and then garnish the rim of the glass with a slice of lime,https://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg,No,7/21/2016 9:49
13539,Ice Pick,,Ordinary Drink,Alcoholic,Collins Glass,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,No,7/21/2016 10:02
12770,Iced Coffee,,Coffee / Tea,Non alcoholic,Coffee mug,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,https://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg,No,2/3/2016 15:37
12820,Irish Cream,,Homemade Liqueur,Alcoholic,Irish coffee cup,Mix scotch and milk. Add half-and-half. Add rest.,https://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,No,9/8/2017 16:31
13971,Irish Coffee,IBAContemporaryClassic,Coffee / Tea,Alcoholic,Irish coffee cup,Heat the coffee whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.,https://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,No,8/18/2015 15:09
11528,Irish Spring,,Ordinary Drink,Alcoholic,Collins glass,Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange add the cherry on top and serve.,https://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg,No,9/8/2017 16:33
11524,Imperial Fizz,,Ordinary Drink,Alcoholic,Highball glass,Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water stir and serve.,https://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg,No,9/8/2017 16:29
17015,Irish Russian,,Beer,Alcoholic,Highball glass,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,https://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,No,2/3/2016 15:18
12706,Imperial Cocktail,,Cocktail,Alcoholic,Cocktail glass,Shake with ice and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,No,2/20/2017 15:13
12772,Iced Coffee Fillip,,Coffee / Tea,Alcoholic,Coffee mug,Mix together in a coffee mug and chill before serving.,https://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,No,2/3/2016 15:43
16987,Irish Curdling Cow,,Cocktail,Alcoholic,Highball glass,Pour Irish Cream Vodka and Bourbon in a glass. Add some ice and mix in the orange juice.,https://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg,No,8/24/2017 9:35
17178,Jam Donut,,Shot,Alcoholic,Shot glass,Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass and carefully layer the Baileys Irish Cream on top. Serve.,https://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg,No,9/16/2016 16:30
16178,Jitterbug,,Cocktail,Alcoholic,Cocktail Glass,Wet glass dip rim in sugar. Then add Ice. Then add everything else. It's that simple!,https://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg,No,9/3/2015 2:55
13847,Jackhammer,,Ordinary Drink,Alcoholic,Collins Glass,Serve over ice- WarningDeadly!,https://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,No,9/2/2017 22:48
13775,Jelly Bean,,Shot,Alcoholic,Cordial glass,mix equal parts in pony glass-tastes just like a jelly bean!,https://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,No,9/2/2017 22:46
14956,Jello shots,,Shot,Alcoholic,Shot glass,Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then eat away...,https://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,No,9/8/2017 16:35
14095,Jamaica Kiss,,Shake,Alcoholic,Hurricane glass,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,https://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,No,9/3/2015 4:05
11580,John Collins,IBA,Ordinary Drink,Alcoholic,Collins glass,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,https://www.thecocktaildb.com/images/media/drink/0t4bv71606854479.jpg,Yes,9/2/2017 12:04
11558,Japanese Fizz,,Ordinary Drink,Alcoholic,Highball glass,Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water stir and serve.,https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,No,9/8/2017 16:33
15825,Jamaican Coffee,,Coffee / Tea,Alcoholic,Champagne flute,Stir the rum coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.,https://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,No,9/3/2015 3:27
12688,Just a Moonmint,,Shake,Non alcoholic,Highball Glass,Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall 2 medium or 3 small glasses and drink up.,https://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,No,2/20/2017 15:20
11566,Jewel Of The Nile,,Ordinary Drink,Alcoholic,Cocktail glass,In a mixing glass half-filled with ice cubes combine all of the ingredients. Stir well. Strain into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,No,9/8/2017 16:35
11542,Jack Rose Cocktail,Beach,Ordinary Drink,Alcoholic,Cocktail glass,Shake all ingredients with ice strain into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,No,8/18/2015 15:11
16275,Jack's Vanilla Coke,,Other / Unknown,Alcoholic,Old-fashioned glass,After pouring in your ingredients and adding 3-5 ice cubes according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.,https://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,No,9/7/2017 15:08
17203,Kir,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Wine Glass,Add the crème de cassis to the bottom of the glass then top up with wine.,https://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,No,9/2/2017 17:38
12764,Karsk,,Ordinary Drink,Alcoholic,Highball glass,Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin then add alcohol until you see the coin. Norwegian speciality.,https://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,No,2/20/2017 14:54
11600,Kamikaze,IBANewEra,Ordinary Drink,Alcoholic,Cocktail glass,Shake all ingredients together with ice. Strain into glass garnish and serve.,https://www.thecocktaildb.com/images/media/drink/d7ff7u1606855412.jpg,Yes,9/2/2017 18:26
13837,Kir Royale,,Ordinary Drink,Alcoholic,Champagne Flute,Pour Creme de cassis in glass gently pour champagne on top,https://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,No,9/2/2017 17:39
14752,Kiwi Lemon,,Ordinary Drink,Alcoholic,Highball glass,Mix in highball glass. Stirr. Garnish with slice of kiwi.,https://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,No,11/4/2016 9:28
14456,Kurant Tea,,Coffee / Tea,Alcoholic,Champagne flute,Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and if you like some sugar. Enjoy!,https://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,No,9/3/2015 3:31
16951,Kioki Coffee,,Coffee / Tea,Alcoholic,Coffee mug,Stir. Add whipped cream to the top.,https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,No,9/3/2015 3:29
178359,Kiwi Martini,Green Sharp,Cocktail,Alcoholic,Cocktail glass,"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe you'll simply muddle slices of kiwi with simple syrup then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka.",https://www.thecocktaildb.com/images/media/drink/bmxmyq1630407098.jpg,No,
15026,Kiss me Quick,,Ordinary Drink,Alcoholic,Highball glass,mix in the glass,https://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,No,9/8/2017 16:38
13190,Kool-Aid Shot,,Shot,Alcoholic,Old-fashioned glass,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,No,8/24/2017 9:56
17006,Kool First Aid,,Shot,Alcoholic,Shot glass,Add Kool Aid to a double shot glass and top with rum. Slam and shoot.,https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,No,8/24/2017 9:53
11602,Kentucky B And B,,Ordinary Drink,Alcoholic,Brandy snifter,Pour the bourbon and Benedictine into a brandy snifter.,https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,No,11/10/2016 23:23
11604,Kentucky Colonel,,Ordinary Drink,Alcoholic,Cocktail glass,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,No,11/10/2016 23:25
