Drink_ID,Drink_Name,Drink_Tags,Category,Alcoholic,Glass_Type,Instructions,strDrinkThumb,CreativeCommons,Date_Modified
14446,Kool-Aid Slammer,,Shot,Alcoholic,Shot glass,Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right you should be able to see that the two liquids are separated with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.,https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,No,9/6/2017 23:04
12714,Kiwi Papaya Smoothie,,Other / Unknown,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,https://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,No,2/20/2017 15:12
12720,Kill the cold Smoothie,,Other / Unknown,Non alcoholic,Highball glass,Juice ginger and lemon and add it to hot water. You may add cardomom.,https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,No,2/20/2017 15:10
12704,Limeade,,Other / Unknown,Non alcoholic,Highball glass,In a large glass put the lime juice and sugar and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.,https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,No,2/20/2017 15:14
14378,Lunch Box,,Beer,Alcoholic,Pint glass,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,https://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,No,2/3/2016 15:15
14366,Lemon Drop,IBANewEra,Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled cocktail glass rimmed with sugar.,https://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,No,9/2/2017 18:28
12752,Lemon Shot,,Shot,Alcoholic,Shot glass,Mix Galliano and Absolut Citron in a shot glass lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly this will taste like a shot of sweet lemonade.,https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,No,2/20/2017 15:02
13196,Long vodka,,Ordinary Drink,Alcoholic,Highball glass,Shake a tall glass with ice cubes and Angostura coating the inside of the glass. Por the vodka onto this add 1 slice of lime and squeeze juice out of remainder mix with tonic stir and voila you have a Long Vodka,https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,No,8/24/2017 10:00
12692,Lassi Khara,,Other / Unknown,Non alcoholic,Highball Glass,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,No,2/20/2017 15:19
12694,Lassi Raita,,Other / Unknown,Non alcoholic,Highball Glass,Blend the yoghurt and ice cubes together until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.,https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,No,2/20/2017 15:18
12702,Lemouroudji,,Other / Unknown,Non alcoholic,Highball Glass,Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth and tie it into a knot. Let soak in the water. After 15 minutes or so add the sugar and the lemon juice. Chill and serve.,https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,No,2/20/2017 15:15
11658,Loch Lomond,,Ordinary Drink,Alcoholic,Cocktail glass,In a mixing glass half-filled with ice cubes combine the Scotch Drambuie and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.,https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,No,7/19/2016 11:24
11662,London Town,,Ordinary Drink,Alcoholic,Cocktail glass,In a mixing glass half-filled with ice cubes combine all of the ingredients. Stir well. Strain into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,No,7/19/2016 11:18
12698,Lassi - Mango,,Other / Unknown,Non alcoholic,Highball glass,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,No,2/20/2017 15:16
12696,Lassi - Sweet,,Other / Unknown,Non alcoholic,Highball glass,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,No,2/20/2017 15:18
15086,Limona Corona,,Beer,Alcoholic,Beer Glass,Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up unplug and drink.,https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,No,9/3/2015 3:51
11670,Lord And Lady,,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,No,7/19/2016 11:13
11634,Lady Love Fizz,,Ordinary Drink,Alcoholic,Cocktail glass,Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water stir and serve.,https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,No,9/8/2017 16:41
11002,Long Island Tea,StrongAsiaStrongFlavorBrunchVegetarianSour,Ordinary Drink,Alcoholic,Highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,https://www.thecocktaildb.com/images/media/drink/nkwr4c1606770558.jpg,Yes,8/18/2015 14:54
11666,Lone Tree Cooler,,Ordinary Drink,Alcoholic,Collins glass,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice add gin and vermouth and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.,https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,No,11/16/2016 12:14
11664,Lone Tree Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,Stir ingredients with ice strain into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,No,7/19/2016 11:16
178335,Lazy Coconut Paloma,Lazy Sharp,Cocktail,Alcoholic,Highball glass,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg,No,
17204,Long Island Iced Tea,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Highball glass,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,https://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,No,9/2/2017 17:41
178360,Lemon Elderflower Spritzer,Summer Fresh Refreshing,Cocktail,Alcoholic,Highball glass,"Pour all ingredients over ice stir and enjoy!
",https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg,No,
12690,Lassi - A South Indian Drink,,Other / Unknown,Non alcoholic,Highball Glass,Blend in a blender for 3 seconds. Lassi is one of the easiest things to make and there are many ways of making it. Basically it is buttermilk (yoghurt whisked with water) and you can choose almost any consistency that you like from the thinnest to the thickest. Serve cold.,https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,No,2/20/2017 15:19
12776,Melya,,Coffee / Tea,Non alcoholic,Coffee mug,Brew espresso. In a coffee mug place 1 teaspoon of unsweetened powdered cocoa then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews this is the fun part. The cocoa seems to coat the honey without mixing so you get a dusty sticky mass that looks as though it will never mix. Then all at once presto! It looks like dark chocolate sauce. Pour hot espresso over the honey stirring to dissolve. Serve with cream.,https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,No,9/3/2015 3:32
11000,Mojito,IBAContemporaryClassicAlcoholicUSAAsiaVeganCitrusBrunchHangoverMild,Cocktail,Alcoholic,Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg,Yes,11/4/2016 9:17
17205,Mimosa,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Champagne flute,Ensure both ingredients are well chilled then mix into the glass. Serve cold.,https://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,No,9/2/2017 17:44
11690,Mai Tai,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,Yes,8/18/2015 15:17
11728,Martini,,Cocktail,Alcoholic,Cocktail glass,Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink or garnish with olive.,https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,No,9/2/2017 12:51
178343,Michelada,HangoverStrongFlavorBreakfast,Cocktail,Alcoholic,Pint glass,"Mix the beer with tomato juice freshly squeezed lime juice and Worcestershire sauce teriyaki sauce soy sauce or hot sauce.
Served In a chilled salt-rimmed glass
",https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg,No,
11008,Manhattan,IBAClassicAlcoholic,Cocktail,Alcoholic,Cocktail glass,Stirred over ice strained into a chilled glass garnished and served up.,https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg,Yes,9/2/2017 12:07
11007,Margarita,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Cocktail glass,Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice then carefully pour into the glass.,https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg,Yes,8/18/2015 14:42
178370,Mauresque,,Cocktail,Alcoholic,Collins glass,"1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end otherwise the syrup and pastis do not mix well.",https://www.thecocktaildb.com/images/media/drink/duwfa11686236556.jpg,No,
17206,Mint Julep,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Collins glass,In a highball glass gently muddle the mint sugar and water. Fill the glass with cracked ice add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.,https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg,No,8/18/2015 15:15
16041,Mudslinger,,Punch / Party Drink,Alcoholic,Punch bowl,Add all contents to a large jug or punch bowl. Stir well!,https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,No,9/8/2017 16:45
17256,Martinez 2,,Cocktail,Alcoholic,Cocktail glass,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled and strain into a chilled coupe glass.",https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg,No,12/19/2017 18:34
16196,Moranguito,,Shot,Alcoholic,Shot glass,first you put rhe absinthe then put tequila then put the Granadine syrup.,https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,No,10/5/2016 12:35
13936,Miami Vice,IBA,Cocktail,Alcoholic,Cocktail glass,First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).,https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,No,9/2/2015 16:49
11009,Moscow Mule,IBAContemporaryClassic,Punch / Party Drink,Alcoholic,Copper Mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,Yes,9/2/2017 17:49
12988,Mulled Wine,Christmas,Punch / Party Drink,Alcoholic,Collins Glass,"Simmer 3 cups water with sugar cloves cinnamon sticks and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,No,9/6/2017 23:08
12774,Masala Chai,,Coffee / Tea,Non alcoholic,Coffee Mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,No,9/3/2015 3:13
178315,Munich Mule,German,Cocktail,Alcoholic,Highball glass,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg,Yes,
14209,Mocha-Berry,,Coffee / Tea,Alcoholic,Irish coffee cup,pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord mix well and top off with whipped cream.,https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,No,9/3/2015 3:14
178358,Mango Mojito,Fruity,Cocktail,Alcoholic,Jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint if you like.",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg,No,
15841,Mojito Extra,,Cocktail,Alcoholic,Collins glass,Put mint with lemon juice in a glas mash the mint with a spoon ice rum & fill up with club soda. Top it with Angostura.,https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,No,11/4/2016 9:24
17189,Monkey Gland,IBAClassic,Ordinary Drink,Alcoholic,Cocktail glass,Shake well over ice cubes in a shaker strain into a chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,No,9/2/2017 12:11
14842,Midnight Mint,,Cocktail,Alcoholic,Cocktail glass,If available rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,No,9/2/2015 16:38
17188,Mary Pickford,IBAClassic,Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled large cocktail glass,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,No,9/2/2017 12:09
11798,Monkey Wrench,,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg,Yes,9/2/2017 12:55
11003,Negroni,IBAClassic,Ordinary Drink,Alcoholic,Old-fashioned glass,Stir into glass over ice garnish and serve.,https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg,Yes,8/18/2015 15:12
11844,New York Sour,,Ordinary Drink,Alcoholic,Whiskey sour glass,Shake blended whiskey juice of lemon and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.,https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,No,9/8/2017 15:59
13861,Nutty Irishman,,Shake,Alcoholic,Highball Glass,Serve over ice,https://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,No,9/3/2015 3:40
13192,National Aquarium,,Ordinary Drink,Alcoholic,Collins Glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,No,8/24/2017 9:57
13204,New York Lemonade,,Cocktail,Alcoholic,Cocktail glass,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,https://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,No,8/24/2017 10:04
12746,Nuked Hot Chocolate,,Cocoa,Non alcoholic,Coffee mug,Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes depending on wattage and preferences as to burnt mouth parts.,https://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,No,2/20/2017 15:05
11872,Orgasm,,Ordinary Drink,Alcoholic,Cocktail glass,Shake all ingredients with ice strain into a chilled cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,No,9/8/2017 16:55
17827,Old Pal,,Cocktail,Alcoholic,Nick and Nora Glass,Chill cocktail glass. Add ingredients to a mixing glass and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.,https://www.thecocktaildb.com/images/media/drink/x03td31521761009.jpg,No,3/22/2018 23:23
178371,Old Cuban,,Cocktail,Alcoholic,Cocktail glass,Shake a handful of mint 2oz white rum 1oz of sugar syrup 1oz lime juice and 2 dashes angostura bitters with ice. Double strain into a glass and top with 2oz of prosecco.,https://www.thecocktaildb.com/images/media/drink/eo8gfx1699022995.jpg,No,
12618,Orangeade,,Cocktail,Non alcoholic,Highball glass,Place some ice cubes in a large tumbler or highball glass add lemon juice orange juice sugar syrup and stir well. Top up with cold soda water serve with a drinking straw.,https://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,No,9/2/2015 5:22
16995,Orange Whip,,Other / Unknown,Alcoholic,Collins Glass,Pour ingredients over ice and stir.,https://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,No,2/3/2016 15:52
15330,Orange Crush,,Shot,Alcoholic,Shot glass,Add all ingredients to tumbler-Pour as shot,https://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,No,9/8/2017 16:52
11870,Orange Oasis,,Ordinary Drink,Alcoholic,Highball glass,Shake brandy gin and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale stir and serve.,https://www.thecocktaildb.com/images/media/drink/su1olx1582473812.jpg,Yes,9/2/2015 5:25
11001,Old Fashioned,IBAClassicAlcoholicExpensiveSavory,Cocktail,Alcoholic,Old-fashioned glass,"Place sugar cube in old fashioned glass and saturate with bitters add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist and a cocktail cherry.",https://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,Yes,11/4/2016 9:46
13499,Oreo Mudslide,,Ordinary Drink,Alcoholic,Collins Glass,Blend Vodka Kahlua Bailey's ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.,https://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg,No,7/19/2016 11:43
17266,Oatmeal Cookie,,Cocktail,Alcoholic,Mason jar,"Just mix it all together.
It's meant to be a shot but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.",https://www.thecocktaildb.com/images/media/drink/bsvmlg1515792693.jpg,No,1/12/2018 21:31
14586,Orange Push-up,,Ordinary Drink,Alcoholic,Hurricane glass,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,https://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,No,8/24/2017 10:09
178341,Orange Rosemary Collins,Citrus,Cocktail,Alcoholic,Highball glass,Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,https://www.thecocktaildb.com/images/media/drink/mokcas1604179977.jpg,No,
12748,Orange Scented Hot Chocolate,,Cocoa,Non alcoholic,Coffee mug,Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving bring just to boil remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.,https://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,No,2/20/2017 15:05
13200,Owen's Grandmother's Revenge,,Ordinary Drink,Alcoholic,Highball glass,Add ingredients and mix in blender.,https://www.thecocktaildb.com/images/media/drink/0wt4uo1503565321.jpg,No,8/24/2017 10:02
17253,Paloma,,Cocktail,Alcoholic,Collins glass,Stir together and serve over ice.,https://www.thecocktaildb.com/images/media/drink/samm5j1513706393.jpg,No,12/19/2017 17:59
17190,Paradise,IBA,Ordinary Drink,Alcoholic,Cocktail glass,Shake together over ice. Strain into cocktail glass and serve chilled.,https://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,No,9/2/2017 12:17
11936,Pink Gin,,Ordinary Drink,Alcoholic,White wine glass,Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters shake out the excess. Pour the gin into the glass. Do not add ice.,https://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg,No,9/8/2017 17:36
17249,Pegu Club,,Cocktail,Alcoholic,Cocktail glass,Shake strain up cocktail glass,https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg,No,12/19/2017 17:18
11938,Pink Lady,,Ordinary Drink,Alcoholic,Cocktail glass,Shake all ingredients with ice strain into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,No,9/8/2017 17:23
178354,Pink Moon,Fresh Summer Colourful Nature,Cocktail,Alcoholic,Whiskey Glass,Slowly shake in a shaker with ice strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!,https://www.thecocktaildb.com/images/media/drink/lnjoc81619696191.jpg,No,
17829,Penicillin,,Cocktail,Alcoholic,Old-fashioned glass,Shake blended Scotch lemon juice honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.,https://www.thecocktaildb.com/images/media/drink/hc9b1a1521853096.jpg,No,3/24/2018 0:58
13214,Pisco Sour,IBANewEra,Cocktail,Alcoholic,Cocktail glass,"Vigorously shake and strain contents in a cocktail shaker with ice cubes then pour into glass and garnish with bitters.
",https://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg,No,8/18/2015 15:20
17192,Porto flip,IBAClassic,Ordinary Drink,Alcoholic,Cocktail glass,Shake ingredients together in a mixer with ice. Strain into glass garnish and serve.,https://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,No,9/2/2017 12:25
17207,Pina Colada,IBAContemporaryClassic,Ordinary Drink,Alcoholic,Collins glass,Mix with crushed ice in blender until smooth. Pour into chilled glass garnish and serve.,https://www.thecocktaildb.com/images/media/drink/upgsue1668419912.jpg,Yes,9/2/2017 17:55
16992,Pink Penocha,,Punch / Party Drink,Alcoholic,Punch bowl,mix all ingredients into bowl keep iced stir frequently,https://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg,No,8/24/2017 9:40
178338,Pure Passion,Passion,Cocktail,Alcoholic,Whiskey sour glass,Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,https://www.thecocktaildb.com/images/media/drink/4tymma1604179273.jpg,No,
13072,Popped cherry,,Ordinary Drink,Alcoholic,Highball glass,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,https://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,No,9/8/2016 15:27
11959,Poppy Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,Shake ingredients with ice strain into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,No,9/2/2017 23:05
11965,Port Wine Flip,,Ordinary Drink,Alcoholic,Whiskey sour glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/vrprxu1441553844.jpg,No,9/6/2015 16:37
17191,Planter's Punch,IBAClassic,Punch / Party Drink,Alcoholic,Collins glass,"Pour all ingredients except the bitters into shaker filled with ice. Shake well. Pour into large glass filled with ice. Add Angostura bitters ""on top"". Garnish with cocktail cherry and pineapple.",https://www.thecocktaildb.com/images/media/drink/fdk8a31606854815.jpg,Yes,9/2/2017 12:23
178327,Pineapple Paloma,,Cocktail,Alcoholic,Collins glass,"Rub the rim of each glass with lime slice and dip into salt.
Add ice tequila grapefruit juice lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime.",https://www.thecocktaildb.com/images/media/drink/pg8iw31593351601.jpg,Yes,
178357,Pornstar Martini,Adult Shot Bubbly,Cocktail,Alcoholic,Cocktail glass,Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,https://www.thecocktaildb.com/images/media/drink/xjhjdf1630406071.jpg,No,
178368,Planter’s Punch,,Cocktail,Alcoholic,Highball glass,Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,https://www.thecocktaildb.com/images/media/drink/jn6o251643844541.jpg,No,
11961,Port And Starboard,,Ordinary Drink,Alcoholic,Pousse cafe glass,Pour carefully into a pousse-cafe glass so that creme de menthe floats on grenadine. Serve without mixing.,https://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,No,9/6/2015 16:38
11963,Port Wine Cocktail,,Ordinary Drink,Alcoholic,Cocktail glass,Stir ingredients with ice strain into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,No,9/6/2015 16:39
15092,Pysch Vitamin Light,,Ordinary Drink,Non alcoholic,Collins Glass,Shake with ice.,https://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,No,9/6/2015 16:33
13535,Pink Panty Pulldowns,,Ordinary Drink,Alcoholic,Collins Glass,Shake well,https://www.thecocktaildb.com/images/media/drink/squsuy1468926657.jpg,No,7/19/2016 12:10
178323,Passion Fruit Martini,,Cocktail,Alcoholic,Cocktail glass,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,https://www.thecocktaildb.com/images/media/drink/6trfve1582473527.jpg,Yes,
12718,Pineapple Gingerale Smoothie,,Other / Unknown,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,https://www.thecocktaildb.com/images/media/drink/eg9i1d1487603469.jpg,No,2/20/2017 15:11
11993,Quentin,,Ordinary Drink,Alcoholic,Cocktail glass,In a shaker half-filled with ice cubes combine the rum Kahlua and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.,https://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,No,11/12/2016 15:09
11987,Queen Bee,,Ordinary Drink,Alcoholic,Cocktail glass,Shake all ingredients with ice strain into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg,No,11/12/2016 15:06
13198,Quick F**K,,Shot,Alcoholic,Shot glass,In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri topping it off with a 1/3 bailey's irish cream,https://www.thecocktaildb.com/images/media/drink/wvtwpp1478963454.jpg,No,11/12/2016 15:10
15761,Quick-sand,,Ordinary Drink,Alcoholic,Highball glass,Simply add the orange juice quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!,https://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg,No,11/12/2016 15:12
11989,Queen Charlotte,,Ordinary Drink,Alcoholic,Collins glass,Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda stir and serve.,https://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg,No,11/12/2016 15:07
